"","GO","Pvalue","OddsRatio","ExpCount","Count","Size","Term","ontology"
"1006","GO:0045211",0.00202245366672707,1.74073899073899,59.8921140508605,76,120,"postsynaptic membrane","CC"
"1007","GO:0000159",0.00203592575427604,7.03609177623099,7.9856152067814,14,16,"protein phosphatase type 2A complex","CC"
"1008","GO:0030055",0.00278234091871498,2.10906536527655,32.4415617775494,44,65,"cell-substrate junction","CC"
"1009","GO:0042734",0.00360523647767444,6.53267173604846,7.48651425635757,13,15,"presynaptic membrane","CC"
"1010","GO:0030027",0.00392337856144064,3.16029493087558,14.4739275622913,22,29,"lamellipodium","CC"
"1011","GO:0005925",0.00466206111503333,2.06299314448325,30.4451579758541,41,61,"focal adhesion","CC"
"1012","GO:0016020",0.00493981299182884,1.08774375924721,3412.85256410256,3493,6855,"membrane","CC"
"1013","GO:0019717",0.00542474732707091,2.29929863418235,22.9586437194965,32,46,"synaptosome","CC"
"1014","GO:0045111",0.00544840983091596,1.49772710336091,86.8435653737478,104,174,"intermediate filament cytoskeleton","CC"
"1015","GO:0001725",0.00633185993137562,6.02938144329897,6.98741330593373,12,14,"stress fiber","CC"
"1016","GO:0045095",0.00643181507671312,1.76179367547952,43.9208836372977,56,88,"keratin filament","CC"
"1017","GO:0016460",0.00710036031573612,3.18341287243648,12.4775237605959,19,25,"myosin II complex","CC"
"1018","GO:0005938",0.00729654391177987,1.88689012553384,34.4379655792448,45,69,"cell cortex","CC"
"1019","GO:0045177",0.00733215063921668,1.61142857142857,58.394811199589,72,117,"apical part of cell","CC"
"1020","GO:0005890",0.00770425668704921,Inf,3.49370665296686,7,7,"sodium:potassium-exchanging ATPase complex","CC"
"1021","GO:0043034",0.00770425668704921,Inf,3.49370665296686,7,7,"costamere","CC"
"1022","GO:0043209",0.00770425668704921,Inf,3.49370665296686,7,7,"myelin sheath","CC"
"1023","GO:0030863",0.00780024461017841,2.76490322580645,14.9730285127151,22,30,"cortical cytoskeleton","CC"
"1024","GO:0016327",0.0106186920847776,1.95894940972340,27.9496532237349,37,56,"apicolateral plasma membrane","CC"
"1025","GO:0014069",0.0110169124127587,5.52622084782889,6.48831235550989,11,13,"postsynaptic density","CC"
"1026","GO:0016529",0.0116976178848223,2.63888530512192,14.4739275622913,21,29,"sarcoplasmic reticulum","CC"
"1027","GO:0001739",0.0154422430582807,Inf,2.99460570254303,6,6,"sex chromatin","CC"
"1028","GO:0005593",0.0154422430582807,Inf,2.99460570254303,6,6,"FACIT collagen","CC"
"1029","GO:0016012",0.0154422430582807,Inf,2.99460570254303,6,6,"sarcoglycan complex","CC"
"1030","GO:0031300",0.0172049009462701,1.49985818460388,60.8903159517082,73,122,"intrinsic to organelle membrane","CC"
"1031","GO:0005581",0.0172834929035461,2.51452362509682,13.9703180212014,20,28,"collagen","CC"
"1032","GO:0043197",0.0189633382658915,5.02318989951044,5.98921140508605,10,12,"dendritic spine","CC"
"1033","GO:0032580",0.019252891781824,8.03606388459557,4.49190855381454,8,9,"Golgi cisterna membrane","CC"
"1034","GO:0031983",0.019851027342469,2.19336368329657,17.4685332648343,24,35,"vesicle lumen","CC"
"1035","GO:0044430",0.0256028294366089,1.1728572039208,324.143892339544,349,652,"cytoskeletal part","CC"
"1036","GO:0031012",0.026434504330841,3.73944687045124,6.93493912815814,11,14,"extracellular matrix","CC"
"1037","GO:0043228",0.0284015009205196,1.09391656603852,1068.57513485744,1110,2141,"non-membrane-bounded organelle","CC"
"1038","GO:0005667",0.0295466356163975,1.37849798255890,76.861546365271,89,154,"transcription factor complex","CC"
"1039","GO:0005883",0.0309500962647426,Inf,2.49550475211919,5,5,"neurofilament","CC"
"1040","GO:0014701",0.0309500962647426,Inf,2.49550475211919,5,5,"junctional sarcoplasmic reticulum membrane","CC"
"1041","GO:0017146",0.0309500962647426,Inf,2.49550475211919,5,5,"N-methyl-D-aspartate selective glutamate receptor complex","CC"
"1042","GO:0030315",0.0347297892995058,7.03065035415325,3.9928076033907,7,8,"T-tubule","CC"
"1043","GO:0030672",0.0347297892995058,7.03065035415325,3.9928076033907,7,8,"synaptic vesicle membrane","CC"
"1044","GO:0031225",0.0355487200676158,1.40511380069315,63.3858207038274,74,127,"anchored to membrane","CC"
"1045","GO:0005901",0.0383853450510601,2.51192471316230,10.4811199589006,15,21,"caveola","CC"
"1046","GO:0031093",0.0390311628441118,2.01006451612903,16.4703313639866,22,33,"platelet alpha granule lumen","CC"
"1047","GO:0005634",0.0440188040818986,1.0613164105516,2440.10454662214,2490,4889,"nucleus","CC"
"1048","GO:0005794",0.0503435795633483,1.12891057420548,403.772668892885,427,809,"Golgi apparatus","CC"
"1049","GO:0005834",0.0527583247443305,2.13513862024500,12.4775237605959,17,25,"heterotrimeric G-protein complex","CC"
"1050","GO:0001750",0.0540020719856146,4.01751674394642,4.99100950423838,8,10,"photoreceptor outer segment","CC"
"1051","GO:0005625",0.0552362331902144,1.26976065313097,99.3210891343437,111,199,"soluble fraction","CC"
"1052","GO:0000118",0.0564547637127766,2.34567423460612,9.97879858657244,14,20,"histone deacetylase complex","CC"
"1053","GO:0000792",0.0566190358155248,2.34416086620263,9.98201900847675,14,20,"heterochromatin","CC"
"1054","GO:0008021",0.0567792072294293,1.74341215488651,20.4552171678232,26,41,"synaptic vesicle","CC"
"1055","GO:0005921",0.0597568532023895,2.00954346143926,13.4757256614436,18,27,"gap junction","CC"
"1056","GO:0016585",0.0597568532023895,2.00954346143926,13.4757256614436,18,27,"chromatin remodeling complex","CC"
"1057","GO:0005885",0.0618701612856697,6.02549575070821,3.49370665296686,6,7,"Arp2/3 protein complex","CC"
"1058","GO:0008290",0.0618701612856697,6.02549575070821,3.49370665296686,6,7,"F-actin capping protein complex","CC"
"1059","GO:0016581",0.0618701612856697,6.02549575070821,3.49370665296686,6,7,"NuRD complex","CC"
"1060","GO:0030935",0.0618701612856697,6.02549575070821,3.49370665296686,6,7,"sheet-forming collagen","CC"
"1061","GO:0031519",0.0618701612856697,6.02549575070821,3.49370665296686,6,7,"PcG protein complex","CC"
"1062","GO:0032421",0.0618701612856697,6.02549575070821,3.49370665296686,6,7,"stereocilium bundle","CC"
"1063","GO:0005916",0.0620276903513791,Inf,1.99640380169535,4,4,"fascia adherens","CC"
"1064","GO:0005954",0.0620276903513791,Inf,1.99640380169535,4,4,"calcium- and calmodulin-dependent protein kinase complex","CC"
"1065","GO:0030877",0.0620276903513791,Inf,1.99640380169535,4,4,"beta-catenin destruction complex","CC"
"1066","GO:0031143",0.0620276903513791,Inf,1.99640380169535,4,4,"pseudopodium","CC"
"1067","GO:0033256",0.0620276903513791,Inf,1.99640380169535,4,4,"I-kappaB/NF-kappaB complex","CC"
"1068","GO:0042788",0.0620276903513791,Inf,1.99640380169535,4,4,"polysomal ribosome","CC"
"1069","GO:0000139",0.0689976685023467,1.17840078941924,179.595193728716,194,360,"Golgi membrane","CC"
"1070","GO:0005863",0.070609866143576,2.41082474226804,8.48471615720524,12,17,"striated muscle thick filament","CC"
"1071","GO:0005605",0.072055521818104,3.01313925028984,5.98921140508605,9,12,"basal lamina","CC"
"1072","GO:0009898",0.072055521818104,3.01313925028984,5.98921140508605,9,12,"internal side of plasma membrane","CC"
"1073","GO:0005923",0.0750364388607849,1.67484187427391,19.9640380169535,25,40,"tight junction","CC"
"1074","GO:0009925",0.0822021330108162,2.17644026292048,9.48291805805292,13,19,"basal plasma membrane","CC"
"1075","GO:0031253",0.0822021330108162,2.17644026292048,9.48291805805292,13,19,"cell projection membrane","CC"
"1076","GO:0005884",0.082727621165887,1.897657425317,12.9766247110198,17,26,"actin filament","CC"
"1077","GO:0005796",0.0888989306113917,3.51487443657437,4.49190855381454,7,9,"Golgi lumen","CC"
"1078","GO:0008091",0.0888989306113917,3.51487443657437,4.49190855381454,7,9,"spectrin","CC"
"1079","GO:0016281",0.0888989306113917,3.51487443657437,4.49190855381454,7,9,"eukaryotic translation initiation factor 4F complex","CC"
"1080","GO:0005626",0.098524165224937,2.24155423637345,7.92843791722296,11,16,"insoluble fraction","CC"
