Ensembl Gene ID	Ensembl Protein Family ID(s)
ENSG00000111110	ENSFM00250000002013
ENSG00000258329	ENSFM00640001111500
ENSG00000108821	ENSFM00250000000184
ENSG00000213397	ENSFM00500000272519
ENSG00000258145	ENSFM00550000744768
ENSG00000258062	ENSFM00640001120206
ENSG00000257123	ENSFM00250000003751
ENSG00000126759	ENSFM00500000272133
ENSG00000258589	ENSFM00250000002069
ENSG00000162896	ENSFM00250000004688
ENSG00000185668	ENSFM00500000269892
ENSG00000203443	ENSFM00550000754808
ENSG00000206509	ENSFM00610000952844
ENSG00000121853	ENSFM00500000270343
ENSG00000116954	ENSFM00250000002428
ENSG00000176244	ENSFM00500000348434
ENSG00000001626	ENSFM00540000717947
ENSG00000121858	ENSFM00500000271744
ENSG00000121039	ENSFM00500000269766
ENSG00000084710	ENSFM00250000001283
ENSG00000204946	ENSFM00600000921353
ENSG00000164256	ENSFM00570000851059
ENSG00000130477	ENSFM00250000000599
ENSG00000063046	ENSFM00500000270799
ENSG00000166411	ENSFM00560000771008
ENSG00000126767	ENSFM00500000271949
ENSG00000189419	ENSFM00500000329647
ENSG00000145494	ENSFM00500000274719
ENSG00000154227	ENSFM00250000000924
ENSG00000177300	ENSFM00440000236953
ENSG00000142748	ENSFM00560000771023
ENSG00000133477	ENSFM00500000272910
ENSG00000185758	ENSFM00440000236953
ENSG00000172803	ENSFM00250000002044
ENSG00000162897	ENSFM00250000008041
ENSG00000214114	ENSFM00500000277692
ENSG00000168564	ENSFM00500000273066
ENSG00000152465	ENSFM00250000002043
ENSG00000151176	ENSFM00600000921313
ENSG00000100354	ENSFM00600000921189
ENSG00000136840	ENSFM00250000001149
ENSG00000183734	ENSFM00600000922222
ENSG00000115232	ENSFM00500000270234
ENSG00000156886	ENSFM00500000269709
ENSG00000126756	ENSFM00500000273804
ENSG00000110665	ENSFM00570000853704
ENSG00000166173	ENSFM00500000272215
ENSG00000204217	ENSFM00500000269790
ENSG00000151748	ENSFM00250000006315
ENSG00000137821	ENSFM00260000050966
ENSG00000113552	ENSFM00250000003409
ENSG00000182795	ENSFM00250000008598
ENSG00000144959	ENSFM00500000270047
ENSG00000197779	ENSFM00250000000002
ENSG00000112530	ENSFM00250000003811
ENSG00000161267	ENSFM00500000271183
ENSG00000168447	ENSFM00250000001147
ENSG00000196453	ENSFM00600000921353
ENSG00000072518	ENSFM00500000269591
ENSG00000163482	ENSFM00300000079145
ENSG00000180667	ENSFM00500000271718
ENSG00000151694	ENSFM00390000126353
ENSG00000140471	ENSFM00250000007001
ENSG00000176566	ENSFM00250000004241
ENSG00000196169	ENSFM00420000140569
ENSG00000138594	ENSFM00500000269813
ENSG00000156103	ENSFM00400000131720
ENSG00000225824	ENSFM00500000269622
ENSG00000158863	ENSFM00250000002572
ENSG00000189090	ENSFM00550000747097
ENSG00000169696	ENSFM00250000004584
ENSG00000123836	ENSFM00250000000790
ENSG00000177425	ENSFM00250000006723
ENSG00000152990	ENSFM00250000001368
ENSG00000070950	ENSFM00500000271505
ENSG00000156049	ENSFM00630001050547
ENSG00000173801	ENSFM00250000001012
ENSG00000216937	ENSFM00250000006245
ENSG00000113593	ENSFM00500000270357
ENSG00000182035	ENSFM00500000286756
ENSG00000135094	ENSFM00500000270684
ENSG00000013588	ENSFM00600000921410
ENSG00000164414	ENSFM00250000001077
ENSG00000239605	ENSFM00500000276261
ENSG00000244672	ENSFM00250000009121
ENSG00000124143	ENSFM00250000001802
ENSG00000215910	ENSFM00480000262844
ENSG00000181220	ENSFM00600000921353
ENSG00000064201	ENSFM00250000005924
ENSG00000100503	ENSFM00250000001557
ENSG00000185305	ENSFM00420000140675
ENSG00000240303	ENSFM00250000002241
ENSG00000226404	ENSFM00500000275157
ENSG00000152558	ENSFM00600000922682
ENSG00000198523	ENSFM00500000366847
ENSG00000174950	ENSFM00250000010741
ENSG00000165309	ENSFM00250000005861
ENSG00000101438	ENSFM00250000004214
ENSG00000111877	ENSFM00400000131872
ENSG00000101442	ENSFM00470000251492
ENSG00000204172	ENSFM00250000000604
ENSG00000258296	ENSFM00640001120192
ENSG00000231823	ENSFM00500000269609
ENSG00000181773	ENSFM00350000105459
ENSG00000213516	ENSFM00500000270455
ENSG00000230453	ENSFM00570000851034
ENSG00000147118	ENSFM00250000000002
ENSG00000257606	ENSFM00500000270684
ENSG00000158195	ENSFM00250000001269
ENSG00000120265	ENSFM00250000003005
ENSG00000139410	ENSFM00500000270684
ENSG00000177946	ENSFM00550000755577
ENSG00000231488	ENSFM00250000005259
ENSG00000186807	ENSFM00570000851000
ENSG00000117226	ENSFM00250000000852
ENSG00000003249	ENSFM00250000006741
ENSG00000121964	ENSFM00250000005273
ENSG00000239900	ENSFM00250000003164
ENSG00000166797	ENSFM00500000273344
ENSG00000185271	ENSFM00500000272627
ENSG00000248487	ENSFM00500000272855
ENSG00000123843	ENSFM00500000273739
ENSG00000165533	ENSFM00250000003971
ENSG00000187098	ENSFM00250000000692
ENSG00000221994	ENSFM00250000000002
ENSG00000255482	ENSFM00610000971360
ENSG00000168434	ENSFM00250000004583
ENSG00000168556	ENSFM00500000270383
ENSG00000171357	ENSFM00500000274079
ENSG00000137673	ENSFM00400000131728
ENSG00000161847	ENSFM00250000002717
ENSG00000085999	ENSFM00500000269887
ENSG00000113430	ENSFM00600000921344
ENSG00000204386	ENSFM00540000717979
ENSG00000114346	ENSFM00250000003297
ENSG00000076662	ENSFM00250000002453
ENSG00000111291	ENSFM00600000921410
ENSG00000221995	ENSFM00500000313116
ENSG00000084092	ENSFM00250000003955
ENSG00000161992	ENSFM00250000008600
ENSG00000131233	ENSFM00500000269643
ENSG00000092094	ENSFM00250000005777
ENSG00000013583	ENSFM00250000006764
ENSG00000007541	ENSFM00250000005062
ENSG00000158315	ENSFM00500000271762
ENSG00000180423	ENSFM00500000272198
ENSG00000105397	ENSFM00250000000777
ENSG00000084444	ENSFM00250000005855
ENSG00000123838	ENSFM00500000270890
ENSG00000040341	ENSFM00250000001250
ENSG00000126705	ENSFM00250000007706
ENSG00000169689	ENSFM00500000300033
ENSG00000248874	ENSFM00500000410479
ENSG00000141013	ENSFM00250000006002
ENSG00000133619	ENSFM00250000008046
ENSG00000101445	ENSFM00500000270382
ENSG00000175224	ENSFM00250000005104
ENSG00000103740	ENSFM00260000050566
ENSG00000169683	ENSFM00250000009929
ENSG00000129028	ENSFM00250000019959
ENSG00000174574	ENSFM00500000272554
ENSG00000141503	ENSFM00260000050335
ENSG00000187720	ENSFM00500000270272
ENSG00000108255	ENSFM00500000269899
ENSG00000156052	ENSFM00630001050547
ENSG00000169750	ENSFM00630001050532
ENSG00000169738	ENSFM00400000131850
ENSG00000167105	ENSFM00600000923048
ENSG00000166148	ENSFM00260000050393
ENSG00000130479	ENSFM00250000000942
ENSG00000108256	ENSFM00250000007016
ENSG00000196352	ENSFM00320000100135
ENSG00000101447	ENSFM00500000272456
ENSG00000160551	ENSFM00250000000892
ENSG00000182552	ENSFM00250000005981
ENSG00000169271	ENSFM00420000140654
ENSG00000015532	ENSFM00250000002481
ENSG00000138439	ENSFM00250000002371
ENSG00000140521	ENSFM00250000002885
ENSG00000171489	ENSFM00500000274923
ENSG00000146122	ENSFM00350000105429
ENSG00000169733	ENSFM00250000001779
ENSG00000173566	ENSFM00260000051397
ENSG00000101452	ENSFM00260000050331
ENSG00000022267	ENSFM00570000851035
ENSG00000177990	ENSFM00250000002041
ENSG00000129521	ENSFM00250000002351
ENSG00000133393	ENSFM00500000274008
ENSG00000171483	ENSFM00250000003099
ENSG00000173926	ENSFM00250000003607
ENSG00000117228	ENSFM00250000000852
ENSG00000188452	ENSFM00380000124792
ENSG00000040731	ENSFM00260000050333
ENSG00000163596	ENSFM00250000001592
ENSG00000168453	ENSFM00460000244981
ENSG00000118473	ENSFM00600000921280
ENSG00000135912	ENSFM00500000269966
ENSG00000179528	ENSFM00500000274748
ENSG00000167103	ENSFM00320000100219
ENSG00000236178	ENSFM00250000001468
ENSG00000137674	ENSFM00400000131728
ENSG00000172732	ENSFM00500000271567
ENSG00000131507	ENSFM00600000921294
ENSG00000169727	ENSFM00250000004184
ENSG00000253389	ENSFM00600000945395
ENSG00000257108	ENSFM00250000008600
ENSG00000103222	ENSFM00500000269583
ENSG00000169926	ENSFM00540000718090
ENSG00000164975	ENSFM00250000006548
ENSG00000115289	ENSFM00500000272296
ENSG00000177000	ENSFM00250000003343
ENSG00000178996	ENSFM00250000001251
ENSG00000110958	ENSFM00250000003376
ENSG00000169918	ENSFM00250000001758
ENSG00000083168	ENSFM00250000000406
ENSG00000232434	ENSFM00500000276193
ENSG00000054148	ENSFM00500000276935
ENSG00000128567	ENSFM00250000005872
ENSG00000221819	ENSFM00560000796030
ENSG00000249016	ENSFM00580000910527
ENSG00000222019	ENSFM00600000933478
ENSG00000174939	ENSFM00250000005876
ENSG00000156885	ENSFM00500000289082
ENSG00000100842	ENSFM00250000008181
ENSG00000171478	ENSFM00500000274923
ENSG00000254531	ENSFM00610000958567
ENSG00000221845	ENSFM00500000405160
ENSG00000168538	ENSFM00250000003231
ENSG00000183475	ENSFM00260000050974
ENSG00000164283	ENSFM00250000009559
ENSG00000165583	ENSFM00250000003099
ENSG00000177943	ENSFM00570000851789
ENSG00000146282	ENSFM00440000236914
ENSG00000103184	ENSFM00250000002095
ENSG00000089116	ENSFM00600000921269
ENSG00000117322	ENSFM00570000851468
ENSG00000122965	ENSFM00600000921421
ENSG00000148019	ENSFM00250000005106
ENSG00000028528	ENSFM00250000002155
ENSG00000152784	ENSFM00500000272164
ENSG00000100823	ENSFM00250000004097
ENSG00000216560	ENSFM00250000013837
ENSG00000168653	ENSFM00500000277150
ENSG00000012232	ENSFM00500000270921
ENSG00000108826	ENSFM00500000273558
ENSG00000140691	ENSFM00250000006397
ENSG00000035681	ENSFM00640001103103
ENSG00000145016	ENSFM00510000502764
ENSG00000165389	ENSFM00500000437181
ENSG00000146409	ENSFM00250000005365
ENSG00000058272	ENSFM00500000269806
ENSG00000197562	ENSFM00260000050686
ENSG00000134308	ENSFM00250000000482
ENSG00000127603	ENSFM00270000056421
ENSG00000085978	ENSFM00250000000958
ENSG00000130475	ENSFM00600000921280
ENSG00000153064	ENSFM00250000006766
ENSG00000103365	ENSFM00250000000897
ENSG00000136273	ENSFM00250000004580
ENSG00000184160	ENSFM00260000050343
ENSG00000100359	ENSFM00400000131851
ENSG00000163982	ENSFM00570000851127
ENSG00000218839	ENSFM00550000751363
ENSG00000047315	ENSFM00600000921143
ENSG00000249931	ENSFM00600000921309
ENSG00000000938	ENSFM00250000000068
ENSG00000115138	ENSFM00250000001071
ENSG00000113088	ENSFM00500000270697
ENSG00000132406	ENSFM00500000275182
ENSG00000255798	ENSFM00620001021168
ENSG00000137675	ENSFM00400000131728
ENSG00000084234	ENSFM00250000000617
ENSG00000118762	ENSFM00250000001392
ENSG00000256591	ENSFM00500000272816
ENSG00000258289	ENSFM00500000274798
ENSG00000187678	ENSFM00250000002344
ENSG00000129518	ENSFM00250000005412
ENSG00000203710	ENSFM00570000851259
ENSG00000126752	ENSFM00250000003099
ENSG00000233812	ENSFM00550000754418
ENSG00000215304	ENSFM00500000291607
ENSG00000118600	ENSFM00250000007556
ENSG00000165861	ENSFM00250000004034
ENSG00000115297	ENSFM00250000001042
ENSG00000166090	ENSFM00250000009104
ENSG00000204648	ENSFM00250000003099
ENSG00000110651	ENSFM00500000271392
ENSG00000114786	ENSFM00250000002657
ENSG00000170122	ENSFM00500000272558
ENSG00000172785	ENSFM00250000002195
ENSG00000104312	ENSFM00500000271946
ENSG00000111875	ENSFM00250000003342
ENSG00000118113	ENSFM00400000131728
ENSG00000206127	ENSFM00600000921309
ENSG00000168476	ENSFM00500000269981
ENSG00000115694	ENSFM00320000100081
ENSG00000077063	ENSFM00600000921238
ENSG00000145220	ENSFM00250000004745
ENSG00000119772	ENSFM00250000001090
ENSG00000174943	ENSFM00250000001345
ENSG00000168792	ENSFM00250000006419
ENSG00000167543	ENSFM00250000008728
ENSG00000248050	ENSFM00610000973741
ENSG00000103174	ENSFM00250000007017
ENSG00000145649	ENSFM00500000270697
ENSG00000108262	ENSFM00250000001490
ENSG00000144045	ENSFM00640001103046
ENSG00000166091	ENSFM00500000273888
ENSG00000187764	ENSFM00480000262746
ENSG00000243989	ENSFM00250000002657
ENSG00000113100	ENSFM00260000050333
ENSG00000229493	ENSFM00500000269622
ENSG00000204385	ENSFM00500000269830
ENSG00000166477	ENSFM00500000271320
ENSG00000111305	ENSFM00620000999421
ENSG00000082068	ENSFM00250000004009
ENSG00000164794	ENSFM00270000056440
ENSG00000214711	ENSFM00250000000112
ENSG00000206235	ENSFM00520000517790
ENSG00000149932	ENSFM00250000010051
ENSG00000137076	ENSFM00250000001103
ENSG00000069956	ENSFM00500000270261
ENSG00000164287	ENSFM00500000272322
ENSG00000089225	ENSFM00520000517806
ENSG00000104299	ENSFM00250000004606
ENSG00000241343	ENSFM00500000270574
ENSG00000240215	ENSFM00550000766019
ENSG00000197721	ENSFM00570000852906
ENSG00000170561	ENSFM00500000270461
ENSG00000111077	ENSFM00250000000591
ENSG00000165584	ENSFM00250000003099
ENSG00000111879	ENSFM00500000270682
ENSG00000204103	ENSFM00600000921336
ENSG00000065485	ENSFM00260000050925
ENSG00000137875	ENSFM00500000277107
ENSG00000196220	ENSFM00250000000639
ENSG00000140403	ENSFM00390000126301
ENSG00000198900	ENSFM00250000001314
ENSG00000010438	ENSFM00500000269614
ENSG00000069966	ENSFM00250000000545
ENSG00000225998	ENSFM00500000276221
ENSG00000204645	ENSFM00250000003099
ENSG00000113578	ENSFM00500000271792
ENSG00000117335	ENSFM00250000001811
ENSG00000166670	ENSFM00400000131728
ENSG00000156831	ENSFM00250000007238
ENSG00000133935	ENSFM00500000272892
ENSG00000198946	ENSFM00250000003099
ENSG00000206506	ENSFM00630001050530
ENSG00000115307	ENSFM00250000006218
ENSG00000011021	ENSFM00570000851224
ENSG00000162645	ENSFM00250000000852
ENSG00000013016	ENSFM00250000000766
ENSG00000126709	ENSFM00500000276578
ENSG00000204347	ENSFM00440000236967
ENSG00000196588	ENSFM00630001050606
ENSG00000257008	ENSFM00250000004903
ENSG00000124615	ENSFM00250000001728
ENSG00000221866	ENSFM00250000000241
ENSG00000170412	ENSFM00600000921303
ENSG00000165782	ENSFM00250000004019
ENSG00000164985	ENSFM00500000271092
ENSG00000140682	ENSFM00260000050458
ENSG00000121542	ENSFM00500000271697
ENSG00000164796	ENSFM00570000851183
ENSG00000165617	ENSFM00250000008177
ENSG00000138675	ENSFM00500000272017
ENSG00000169718	ENSFM00500000270388
ENSG00000232653	ENSFM00600000921309
ENSG00000257383	ENSFM00250000003751
ENSG00000198826	ENSFM00250000003711
ENSG00000257601	ENSFM00640001106913
ENSG00000227129	ENSFM00540000717979
ENSG00000124181	ENSFM00260000050472
ENSG00000158125	ENSFM00250000000203
ENSG00000150076	ENSFM00250000007740
ENSG00000145794	ENSFM00250000000419
ENSG00000198720	ENSFM00250000000756
ENSG00000132128	ENSFM00250000006186
ENSG00000186493	ENSFM00250000020608
ENSG00000112306	ENSFM00500000270361
ENSG00000017483	ENSFM00250000000644
ENSG00000167985	ENSFM00500000272816
ENSG00000225362	ENSFM00550000762345
ENSG00000031544	ENSFM00500000270048
ENSG00000077274	ENSFM00560000771034
ENSG00000240423	ENSFM00560000826352
ENSG00000129515	ENSFM00250000002044
ENSG00000196776	ENSFM00250000005008
ENSG00000213512	ENSFM00250000000852
ENSG00000168826	ENSFM00350000105488
ENSG00000184254	ENSFM00250000000201
ENSG00000236443	ENSFM00320000100083
ENSG00000125954	ENSFM00250000005527
ENSG00000179913	ENSFM00480000262744
ENSG00000248099	ENSFM00500000285414
ENSG00000115750	ENSFM00250000006738
ENSG00000105639	ENSFM00250000000777
ENSG00000167964	ENSFM00500000270336
ENSG00000157734	ENSFM00500000273126
ENSG00000009780	ENSFM00250000002287
ENSG00000197616	ENSFM00250000000024
ENSG00000181444	ENSFM00570000852245
ENSG00000158683	ENSFM00250000009136
ENSG00000153446	ENSFM00250000007644
ENSG00000197826	ENSFM00250000007135
ENSG00000154920	ENSFM00500000273497
ENSG00000205653	ENSFM00300000085554
ENSG00000112679	ENSFM00500000271662
ENSG00000112319	ENSFM00250000000776
ENSG00000120256	ENSFM00250000008270
ENSG00000229077	ENSFM00500000269830
ENSG00000257529	ENSFM00500000270574
ENSG00000102393	ENSFM00500000270132
ENSG00000168481	ENSFM00250000002312
ENSG00000066933	ENSFM00510000502753
ENSG00000103356	ENSFM00250000004832
ENSG00000126856	ENSFM00570000851059
ENSG00000169554	ENSFM00250000001350
ENSG00000173334	ENSFM00250000001980
ENSG00000162654	ENSFM00250000000852
ENSG00000162148	ENSFM00250000009549
ENSG00000108829	ENSFM00250000006592
ENSG00000162992	ENSFM00500000269955
ENSG00000172638	ENSFM00500000269913
ENSG00000170549	ENSFM00500000270435
ENSG00000144962	ENSFM00250000008637
ENSG00000128285	ENSFM00470000251466
ENSG00000138434	ENSFM00250000005176
ENSG00000166922	ENSFM00250000006800
ENSG00000107341	ENSFM00500000270225
ENSG00000119707	ENSFM00250000001975
ENSG00000147162	ENSFM00250000002216
ENSG00000154237	ENSFM00250000001794
ENSG00000173812	ENSFM00600000921347
ENSG00000173660	ENSFM00500000298923
ENSG00000198805	ENSFM00250000002129
ENSG00000134470	ENSFM00500000271533
ENSG00000100372	ENSFM00500000271349
ENSG00000203709	ENSFM00500000308551
ENSG00000187546	ENSFM00250000005951
ENSG00000107223	ENSFM00500000271708
ENSG00000169710	ENSFM00510000502777
ENSG00000174059	ENSFM00250000005487
ENSG00000135929	ENSFM00500000269772
ENSG00000196531	ENSFM00500000270490
ENSG00000196611	ENSFM00400000131728
ENSG00000206505	ENSFM00630001050530
ENSG00000077279	ENSFM00400000131747
ENSG00000106511	ENSFM00500000272193
ENSG00000148702	ENSFM00270000056447
ENSG00000184502	ENSFM00500000293322
ENSG00000168824	ENSFM00250000005181
ENSG00000136908	ENSFM00500000289160
ENSG00000162244	ENSFM00600000921342
ENSG00000173805	ENSFM00500000273792
ENSG00000167107	ENSFM00260000050669
ENSG00000106479	ENSFM00250000011889
ENSG00000122068	ENSFM00250000006758
ENSG00000174306	ENSFM00250000001763
ENSG00000092054	ENSFM00250000000024
ENSG00000184281	ENSFM00500000275131
ENSG00000100592	ENSFM00350000105429
ENSG00000169760	ENSFM00380000124679
ENSG00000167851	ENSFM00600000921923
ENSG00000196935	ENSFM00250000000639
ENSG00000168484	ENSFM00250000007072
ENSG00000135336	ENSFM00250000003842
ENSG00000173175	ENSFM00570000850984
ENSG00000214960	ENSFM00250000005648
ENSG00000076356	ENSFM00250000000241
ENSG00000138442	ENSFM00250000004615
ENSG00000239836	ENSFM00440000236879
ENSG00000170248	ENSFM00500000270726
ENSG00000100380	ENSFM00250000002693
ENSG00000149930	ENSFM00250000000892
ENSG00000166963	ENSFM00250000000942
ENSG00000163631	ENSFM00250000001052
ENSG00000135111	ENSFM00520000517818
ENSG00000166159	ENSFM00500000272462
ENSG00000131653	ENSFM00250000005650
ENSG00000105401	ENSFM00500000270663
ENSG00000183470	ENSFM00500000292288
ENSG00000204950	ENSFM00500000277080
ENSG00000127578	ENSFM00500000270839
ENSG00000236236	ENSFM00630001050709
ENSG00000011347	ENSFM00510000502732
ENSG00000106554	ENSFM00500000272284
ENSG00000168621	ENSFM00500000271675
ENSG00000109819	ENSFM00250000006958
ENSG00000149968	ENSFM00400000131728
ENSG00000108556	ENSFM00510000502744
ENSG00000068438	ENSFM00500000270348
ENSG00000167549	ENSFM00250000000540
ENSG00000171130	ENSFM00500000371804
ENSG00000103353	ENSFM00250000007508
ENSG00000141696	ENSFM00500000270474
ENSG00000236112	ENSFM00550000761419
ENSG00000205710	ENSFM00600000922504
ENSG00000171243	ENSFM00250000004939
ENSG00000117481	ENSFM00500000271693
ENSG00000114446	ENSFM00250000004216
ENSG00000185245	ENSFM00400000132126
ENSG00000128534	ENSFM00500000275677
ENSG00000108528	ENSFM00500000270402
ENSG00000166794	ENSFM00500000269861
ENSG00000155229	ENSFM00500000271304
ENSG00000113595	ENSFM00500000271543
ENSG00000119650	ENSFM00250000006045
ENSG00000257726	ENSFM00630001072311
ENSG00000134317	ENSFM00250000001044
ENSG00000123066	ENSFM00250000001693
ENSG00000248458	ENSFM00500000269702
ENSG00000152760	ENSFM00500000272946
ENSG00000152785	ENSFM00320000100141
ENSG00000128833	ENSFM00400000131722
ENSG00000154451	ENSFM00250000000852
ENSG00000166923	ENSFM00500000271900
ENSG00000108523	ENSFM00250000002060
ENSG00000145536	ENSFM00570000850995
ENSG00000167771	ENSFM00250000001464
ENSG00000115592	ENSFM00250000001075
ENSG00000140395	ENSFM00440000236947
ENSG00000138380	ENSFM00250000007987
ENSG00000168818	ENSFM00250000005997
ENSG00000127191	ENSFM00500000269755
ENSG00000108518	ENSFM00500000274258
ENSG00000178789	ENSFM00560000772077
ENSG00000215033	ENSFM00250000013912
ENSG00000182545	ENSFM00250000008336
ENSG00000152726	ENSFM00250000002377
ENSG00000008118	ENSFM00400000131731
ENSG00000174206	ENSFM00250000006947
ENSG00000130731	ENSFM00500000272527
ENSG00000108515	ENSFM00250000000344
ENSG00000188655	ENSFM00500000274249
ENSG00000117758	ENSFM00500000270193
ENSG00000150093	ENSFM00250000000272
ENSG00000168672	ENSFM00250000004925
ENSG00000243003	ENSFM00280000058806
ENSG00000232856	ENSFM00250000001516
ENSG00000183347	ENSFM00250000000852
ENSG00000212993	ENSFM00500000270560
ENSG00000114455	ENSFM00500000275989
ENSG00000164086	ENSFM00500000269961
ENSG00000140675	ENSFM00250000000584
ENSG00000259101	ENSFM00280000058806
ENSG00000168781	ENSFM00250000001100
ENSG00000164520	ENSFM00610000952959
ENSG00000226173	ENSFM00520000517790
ENSG00000168487	ENSFM00570000851071
ENSG00000196878	ENSFM00570000851395
